sample_id,label,sample_type,data_pedigree,source,event_date,state,latitude,longitude,trigger,fatalities,dem_source,rainfall_source,soil_source,landcover_source,original_source_fields,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa
GLC-REAL-7910,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-01,Manipur,24.3481,94.1146,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Chandel', 'source_name': 'E-Pao', 'source_link': 'http://e-pao.net/GP.asp?src=30..300815.aug15'}",1007.0,9.74,29.05,3.7,100.7,,,,,,,,,,,
GLC-REAL-6775,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-02-14,Assam,26.1468,91.6469,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Kailashpur hill', 'source_name': 'Telegraph', 'source_link': 'http://www.telegraphindia.com/1150215/jsp/frontpage/story_3475.jsp#.VONkky5HWUk'}",60.0,7.65,29.74,0.26,0.26,,,,,,,,,,,
GLC-REAL-1776,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-04-21,Meghalaya,25.3612,92.2845,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District', 'source_name': 'hmar.in', 'source_link': 'http://hmar.in/news/landslide-blocks-nh-44-for-12-hours'}",1227.0,3.44,213.69,22.82,90.58,,,,,,,,,,,
GLC-REAL-6786,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-02-19,Assam,24.6108,92.562,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'source_name': 'Business Standard', 'source_link': 'http://www.business-standard.com/article/pti-stories/two-labourers-killed-in-landslide-115022000437_1.html'}",34.0,4.76,53.13,9.38,10.96,,,,,,,,,,,
GLC-REAL-6291,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-21,Meghalaya,25.7354,90.3852,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'National Highway 51', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-others/pregnant-woman-among-nine-killed-in-shillong-landslide/'}",338.0,6.85,33.69,58.74,149.12,,,,,,,,,,,
GLC-REAL-6213,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-24,Meghalaya,25.8143,90.5763,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Meghalaya', 'source_name': 'The New Indian Express', 'source_link': 'http://www.newindianexpress.com/nation/Fifty-Nine-Killed-in-Flash-Flood-and-Landslide-in-Meghalaya/2014/10/07/article2466329.ece'}",63.0,2.7,225.0,9.55,193.47,,,,,,,,,,,
GLC-REAL-2415,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-09-12,Nagaland,25.63962,94.11112,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'power lines 5 km from Kohima', 'source_name': 'Telegraph', 'source_link': 'http://www.telegraphindia.com/1100916/jsp/northeast/story_12941830.jsp'}",1501.0,14.3,191.31,4.38,6.8,,,,,,,,,,,
GLC-REAL-9336,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-05-18,Assam,24.5308,92.5121,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Ramchandi , Hailakandi District, Assam, India', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'}",63.0,12.6,116.57,75.63,179.71,,,,,,,,,,,
GLC-REAL-7837,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-27,Mizoram,23.7269,92.7265,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'three graveyards within Aizawl', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-others/mizoram-aizawl-houses-swept-away-graves-damaged-by-rain-and-landslide/'}",865.0,26.11,215.31,3.73,7.18,,,,,,,,,,,
GLC-REAL-7267,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-07-22,Manipur,25.3908,94.0926,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH-2 between Senapati and Mao', 'source_name': 'The Sangai Express', 'source_link': 'http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts'}",1312.0,13.52,213.69,16.94,48.02,,,,,,,,,,,
GLC-REAL-4848,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-05-08,Tripura,24.0896,91.4663,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Purba Simna, Tripura', 'source_name': 'www.upi.com', 'source_link': 'http://www.upi.com/Top_News/World-News/2013/05/09/Cyclonic-storms-kill-seven-in-India/UPI-39151368107292/'}",113.0,6.09,128.66,45.59,126.29,,,,,,,,,,,
GLC-REAL-9122,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-07-20,Assam,26.1966,91.802,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Noonmati, Guwahati, Assam, India', 'source_name': 'Times of India', 'source_link': 'http://timesofindia.indiatimes.com/city/guwahati/Landslide-toll-touches-6-as-woman-buried-alive-in-Guwahati/articleshow/53314082.cms'}",106.0,10.39,90.0,32.15,108.99,,,,,,,,,,,
GLC-REAL-2574,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-10-09,Assam,25.4749,93.1477,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'between Mahur and Maigrandisa(?) or Lumding, Assam', 'source_name': 'dnaindia', 'source_link': 'http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237'}",151.0,4.76,53.13,26.53,110.95,,,,,,,,,,,
GLC-REAL-6282,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-22,Assam,26.1097,91.7747,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Lalmati', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}",60.0,2.13,206.57,126.76,191.59,,,,,,,,,,,
GLC-REAL-2263,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-08-17,Nagaland,26.2753,94.6654,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/frontpage/53726.html'}",1158.0,30.17,27.3,17.35,49.71,,,,,,,,,,,
GLC-REAL-6289,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-22,Assam,26.1001,91.6849,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Pamohi', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}",86.0,23.12,128.66,126.76,191.59,,,,,,,,,,,
GLC-REAL-9087,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-07-19,Arunachal Pradesh,28.235,94.9612,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': '5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India', 'source_name': 'NELive', 'source_link': 'http://www.nelive.in/arunachal-pradesh/news/landslide-disrupts-road-communication-between-aalo-and-pangin'}",312.0,43.47,100.12,14.48,89.14,,,,,,,,,,,
GLC-REAL-130,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2007-07-19,Assam,26.1699,91.7986,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Guwahati', 'source_name': 'Saharas Samay', 'source_link': 'http://www.saharasamay.com/samayhtml/articles.aspx?newsid=80536'}",146.0,3.93,284.04,24.86,59.05,,,,,,,,,,,
BG-NER-0001,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-07-25,Assam,24.94417,93.63948,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 9.36, 'temporal_anchor': 'empirical_monsoon_distribution'}",939.0,24.59,123.11,2.4,32.6,,,,,,,,,,,
BG-NER-0002,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-07-24,Assam,25.6338,91.9295,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.73, 'temporal_anchor': 'empirical_monsoon_distribution'}",1379.0,7.23,203.2,8.64,37.05,,,,,,,,,,,
BG-NER-0003,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-03-19,Assam,27.14587,95.23086,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.22, 'temporal_anchor': 'empirical_monsoon_distribution'}",115.0,1.35,135.0,0.9,2.94,,,,,,,,,,,
BG-NER-0004,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2012-06-02,Assam,26.65003,91.58982,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 21.78, 'temporal_anchor': 'empirical_monsoon_distribution'}",73.0,0.0,0.0,28.1,54.46,,,,,,,,,,,
BG-NER-0005,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-07-22,Assam,27.78106,95.3191,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 11.7, 'temporal_anchor': 'empirical_monsoon_distribution'}",113.0,2.13,26.57,53.47,84.88,,,,,,,,,,,
BG-NER-0006,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2007-08-26,Assam,27.00984,92.89092,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 25.35, 'temporal_anchor': 'empirical_monsoon_distribution'}",198.0,9.46,0.0,15.86,26.76,,,,,,,,,,,
BG-NER-0007,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-09-01,Assam,27.27322,92.49028,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 19.77, 'temporal_anchor': 'empirical_monsoon_distribution'}",2124.0,34.5,165.96,6.11,49.45,,,,,,,,,,,
BG-NER-0008,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2016-07-07,Assam,25.30044,91.158,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 24.04, 'temporal_anchor': 'empirical_monsoon_distribution'}",388.0,5.79,279.46,14.57,74.35,,,,,,,,,,,
BG-NER-0009,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-09-23,Assam,26.19294,92.38547,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 51.38, 'temporal_anchor': 'empirical_monsoon_distribution'}",62.0,1.35,135.0,42.18,65.18,,,,,,,,,,,
BG-NER-0010,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-06-03,Assam,24.34623,92.48621,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 13.1, 'temporal_anchor': 'empirical_monsoon_distribution'}",365.0,17.55,198.43,54.42,121.7,,,,,,,,,,,
BG-NER-0011,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2008-08-14,Assam,25.61465,90.97239,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.65, 'temporal_anchor': 'empirical_monsoon_distribution'}",896.0,7.42,39.81,12.06,53.9,,,,,,,,,,,
BG-NER-0012,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2016-05-18,Assam,25.86713,91.59995,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 25.43, 'temporal_anchor': 'empirical_monsoon_distribution'}",419.0,18.31,130.91,18.72,140.36,,,,,,,,,,,
BG-NER-0013,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2014-09-22,Assam,27.17086,93.44026,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 19.1, 'temporal_anchor': 'empirical_monsoon_distribution'}",1931.0,21.68,326.98,26.07,82.88,,,,,,,,,,,
BG-NER-0014,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-04-20,Assam,27.70855,93.18026,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 23.23, 'temporal_anchor': 'empirical_monsoon_distribution'}",1518.0,29.21,333.43,30.11,94.15,,,,,,,,,,,
BG-NER-0015,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2009-08-20,Assam,25.85795,95.2027,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 41.81, 'temporal_anchor': 'empirical_monsoon_distribution'}",2284.0,27.32,0.0,23.19,46.69,,,,,,,,,,,
BG-NER-0016,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-09-06,Assam,26.80558,91.68292,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.91, 'temporal_anchor': 'empirical_monsoon_distribution'}",291.0,29.02,212.74,2.56,13.81,,,,,,,,,,,
BG-NER-0017,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2008-10-29,Assam,25.24159,94.00505,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.0, 'temporal_anchor': 'empirical_monsoon_distribution'}",1158.0,13.64,164.05,0.08,6.01,,,,,,,,,,,
BG-NER-0018,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2016-05-18,Assam,26.0752,93.28017,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 62.57, 'temporal_anchor': 'empirical_monsoon_distribution'}",282.0,23.2,256.5,32.85,106.31,,,,,,,,,,,
BG-NER-0019,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2014-09-22,Assam,24.98006,94.18744,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.06, 'temporal_anchor': 'empirical_monsoon_distribution'}",1255.0,21.26,279.87,14.18,35.82,,,,,,,,,,,
BG-NER-0020,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-07-25,Assam,26.53741,92.03287,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.37, 'temporal_anchor': 'empirical_monsoon_distribution'}",65.0,2.13,153.43,5.44,37.07,,,,,,,,,,,
BG-NER-0021,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2013-05-12,Assam,25.8127,92.76898,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 39.06, 'temporal_anchor': 'empirical_monsoon_distribution'}",185.0,6.72,278.13,27.56,79.38,,,,,,,,,,,
BG-NER-0022,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-07-24,Assam,26.7323,93.26307,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 30.61, 'temporal_anchor': 'empirical_monsoon_distribution'}",70.0,3.02,18.43,2.3,44.38,,,,,,,,,,,
BG-NER-0023,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-04-01,Assam,25.79857,89.81081,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.44, 'temporal_anchor': 'empirical_monsoon_distribution'}",21.0,0.0,0.0,0.76,10.16,,,,,,,,,,,
BG-NER-0024,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-06-16,Assam,26.09984,90.36068,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 38.38, 'temporal_anchor': 'empirical_monsoon_distribution'}",40.0,1.35,225.0,24.23,51.77,,,,,,,,,,,
BG-NER-0025,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-04-20,Assam,27.55693,95.73842,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 43.03, 'temporal_anchor': 'empirical_monsoon_distribution'}",150.0,1.91,270.0,28.81,91.59,,,,,,,,,,,
BG-NER-0026,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2012-06-03,Assam,25.58963,94.18039,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.27, 'temporal_anchor': 'empirical_monsoon_distribution'}",1488.0,19.19,343.3,12.63,54.4,,,,,,,,,,,
BG-NER-0027,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2013-05-11,Assam,25.43126,93.2023,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.32, 'temporal_anchor': 'empirical_monsoon_distribution'}",284.0,4.26,243.43,25.9,64.56,,,,,,,,,,,
BG-NER-0028,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2014-09-22,Assam,27.08716,95.55079,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 11.09, 'temporal_anchor': 'empirical_monsoon_distribution'}",777.0,8.74,229.4,26.68,61.32,,,,,,,,,,,
BG-NER-0029,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2014-09-22,Assam,27.49822,93.52561,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.99, 'temporal_anchor': 'empirical_monsoon_distribution'}",1289.0,34.85,201.04,26.27,83.32,,,,,,,,,,,
BG-NER-0030,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-05-22,Assam,25.37175,91.48968,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 25.79, 'temporal_anchor': 'empirical_monsoon_distribution'}",1570.0,6.38,243.43,7.81,34.48,,,,,,,,,,,
BG-NER-0031,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2009-08-20,Assam,26.71857,92.72418,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.58, 'temporal_anchor': 'empirical_monsoon_distribution'}",71.0,3.44,123.69,23.1,56.28,,,,,,,,,,,
