sample_id,label,latitude,longitude,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa,split_target,state,district,corridor,event_date,geology,trigger,sample_type,data_pedigree
LS-POS-0155,1,25.5447,91.6354,1348.9,45.6,184.8,64.89,212.95,102.93,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,83.4,14.6,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2018-06-14,Limestone Karst,Escarpment Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0156,1,25.1851,91.8331,883.2,33.73,99.2,15.63,33.13,20.32,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,45.2,8.7,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-08-08,Silty Clay Loam Bedrock,Escarpment Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0157,1,25.4273,92.2804,891.2,46.75,205.6,44.89,186.35,90.07,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,77.4,15.5,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-07-12,Sandstone & Shale,Multi-Day Monsoonal Flush,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0158,1,25.3966,92.0823,1148.8,52.57,223.4,11.28,26.23,14.66,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,43.0,15.3,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-08-08,Limestone Karst,Escarpment Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0159,1,25.3712,92.0676,1633.8,42.58,240.7,29.26,67.85,38.04,35.0,30.0,35.0,1.24,5.0,34.0,0.0,1.0,52.2,16.7,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2020-08-11,Sandstone & Shale,Escarpment Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0160,1,25.3873,92.1178,1329.3,45.55,94.2,28.41,94.62,45.73,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,57.6,10.8,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2021-06-25,Silty Clay Loam Bedrock,Escarpment Undercutting,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0161,0,25.3493,92.0276,1388.4,4.74,145.2,0.0,0.0,0.0,38.2,26.5,35.3,1.22,4.8,38.4,0.0,1.0,40.5,8.9,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2021-02-10,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0162,0,25.2382,91.8975,880.5,12.09,267.4,0.0,0.0,0.0,38.2,26.5,35.3,1.22,4.8,38.4,0.0,1.0,37.0,16.1,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2021-02-10,Limestone Karst,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0163,0,25.3202,91.8286,1045.5,29.71,157.9,88.25,191.72,114.73,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,82.3,16.6,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2020-06-25,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0164,0,25.4401,91.9623,1540.3,36.29,102.2,24.7,72.07,34.83,35.0,30.0,35.0,1.24,5.0,34.0,0.0,1.0,55.7,9.1,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2022-07-19,Silty Clay Loam Bedrock,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0165,0,25.2937,91.8647,1138.8,12.03,327.3,0.0,0.0,0.0,38.2,26.5,35.3,1.22,4.8,38.4,0.0,1.0,38.8,8.2,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2019-01-18,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0166,0,25.2219,91.7257,1636.8,33.56,213.5,89.22,197.47,115.99,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,82.8,14.8,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2021-08-14,Limestone Karst,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0167,0,25.1881,92.1195,987.5,35.98,278.5,80.83,247.52,119.63,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,93.7,17.4,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2018-06-14,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0168,0,25.2023,92.4213,1127.0,33.42,161.6,49.06,100.0,63.78,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,57.8,16.5,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2020-07-10,Limestone Karst,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0169,0,25.4178,91.6385,1122.7,9.05,136.6,26.77,59.78,34.8,38.2,26.5,35.3,1.22,4.8,38.4,0.0,1.0,48.8,16.9,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2022-08-05,Sandstone & Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0170,0,25.3922,91.8389,1205.5,11.38,97.1,26.77,59.78,34.8,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,48.7,10.7,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2022-08-05,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0171,0,25.1728,92.0046,1602.6,44.27,31.9,36.17,144.33,69.76,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,67.6,10.8,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2022-09-15,Silty Clay Loam Bedrock,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0172,0,25.1913,92.0554,1357.9,42.68,116.3,49.16,72.37,63.91,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,55.7,9.4,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2018-07-22,Silty Clay Loam Bedrock,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0173,0,25.5392,92.0511,930.4,32.22,51.7,28.41,94.62,45.73,35.0,30.0,35.0,1.24,5.0,34.0,0.0,1.0,60.5,17.2,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2021-06-25,Limestone Karst,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0174,0,25.5259,92.1963,839.9,38.17,346.8,35.04,166.51,80.48,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,77.3,15.0,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-06-28,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0175,0,25.2521,92.1286,1644.0,31.35,311.3,12.61,134.6,65.06,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,68.1,14.4,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-09-15,Limestone Karst,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0176,0,25.4574,91.6075,1463.6,13.02,141.8,5.95,11.39,7.74,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,41.2,7.7,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2022-03-30,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0177,0,25.4105,91.6013,1328.0,13.99,357.6,0.0,0.0,0.0,35.0,30.0,35.0,1.24,5.0,34.0,0.0,1.0,38.4,9.3,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2020-11-12,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0178,0,25.451,91.586,964.4,3.31,240.3,0.0,0.0,0.0,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,37.8,16.1,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-01-18,Sandstone & Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0179,0,25.4731,92.2242,1465.8,7.23,2.1,16.02,22.16,20.83,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,44.5,17.2,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-08-08,Sandstone & Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0180,0,25.2798,91.8481,1070.2,35.42,160.0,52.16,230.66,111.49,38.2,26.5,35.3,1.22,4.8,38.4,0.0,1.0,88.7,16.4,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2022-05-18,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0181,0,25.2174,92.1104,1428.0,8.01,172.5,12.77,36.81,17.79,38.2,26.5,35.3,1.22,4.8,38.4,0.0,1.0,48.7,14.5,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2018-04-10,Limestone Karst,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0182,0,25.1603,91.8242,1054.5,33.12,142.0,89.22,197.47,115.99,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,79.1,7.4,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2021-08-14,Silty Clay Loam Bedrock,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0183,0,25.3698,92.2095,1384.8,8.25,233.1,6.9,15.53,8.97,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,42.3,8.7,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2021-09-02,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0184,0,25.5092,91.7313,1593.1,2.72,59.9,30.97,57.64,40.26,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,52.3,16.7,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2018-07-22,Sandstone & Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0185,0,25.1859,92.1818,1073.9,13.72,245.2,15.63,33.13,20.32,35.0,30.0,35.0,1.24,5.0,34.0,0.0,1.0,44.3,17.6,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-08-08,Sandstone & Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0186,0,25.2226,91.9989,1378.4,40.12,152.8,30.33,98.78,47.74,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,61.3,15.1,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2018-09-02,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0187,0,25.1848,92.275,1047.9,33.52,318.3,17.79,66.01,31.9,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,51.7,8.3,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2022-09-15,Silty Clay Loam Bedrock,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0188,0,25.2412,91.7014,1281.8,6.93,85.3,0.01,0.01,0.01,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,35.9,14.6,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2018-02-14,Limestone Karst,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0189,0,25.479,91.9026,1337.5,35.56,60.5,59.09,265.17,128.17,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,96.0,15.8,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-06-28,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0190,0,25.4447,92.3197,893.5,3.15,196.8,16.02,22.16,20.83,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,42.2,9.9,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2019-08-08,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0191,0,25.2428,91.8714,1265.6,41.54,145.6,148.32,350.89,192.82,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,96.0,10.7,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2022-06-18,Silty Clay Loam Bedrock,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0192,0,25.3213,92.1817,1362.0,13.9,208.2,0.0,0.0,0.0,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,39.7,8.9,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-12-05,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0193,0,25.2597,91.5754,764.4,34.5,127.8,61.01,282.65,136.61,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,95.3,17.9,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-07-12,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0194,0,25.1778,91.9931,746.6,45.85,234.3,12.69,144.53,69.86,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,71.1,17.8,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2019-09-15,Sandstone & Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0195,0,25.3632,91.8081,1008.0,10.03,263.0,0.72,34.55,16.7,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,43.3,17.4,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2018-08-18,Limestone Karst,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0196,0,25.3361,91.5571,1233.9,13.49,61.4,0.0,0.0,0.0,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,38.8,14.5,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2020-11-12,Sandstone & Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0197,0,25.3138,91.9016,1489.5,29.15,54.9,24.7,72.07,34.83,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,54.4,16.7,TRAIN,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2022-07-19,Limestone Karst,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0198,0,25.547,92.3807,1211.9,42.05,271.9,7.46,77.7,37.55,38.2,26.5,35.3,1.22,4.8,38.4,1.0,0.0,52.2,15.8,TRAIN,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,2019-09-15,Limestone Karst,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0199,0,25.2011,92.2848,1450.3,10.5,129.6,13.12,64.04,30.95,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,54.1,15.2,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2021-06-25,Sandstone & Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0200,0,25.1851,92.3901,1225.5,5.67,185.6,8.31,36.5,17.64,35.0,30.0,35.0,1.24,5.0,34.0,1.0,0.0,45.8,8.8,TRAIN,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,2018-04-10,Silty Clay Loam Bedrock,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
LS-POS-0201,1,25.3258,93.0488,1144.3,44.73,265.7,22.56,77.73,37.57,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,53.9,10.7,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-07-12,Tertiary Clay Shale,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0202,1,25.1642,93.2012,1053.7,43.73,153.8,13.48,35.92,17.52,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,47.6,7.4,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2021-08-14,Tertiary Clay Shale,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0203,1,25.1021,93.128,672.7,47.46,294.1,46.45,171.4,82.84,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,78.7,17.5,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-06-14,Barail Sandstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0204,1,25.1961,93.0925,978.3,29.85,144.2,1.86,25.24,12.2,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,42.3,10.3,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2021-06-25,Tertiary Clay Shale,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0205,1,25.0705,92.8603,518.7,47.19,163.7,7.56,21.89,10.58,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,40.4,15.0,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-08-05,Disang Siltstone,Pre-Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0206,1,25.0817,93.1063,577.7,39.63,197.4,4.69,24.81,11.99,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,44.5,9.6,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-07-19,Tertiary Clay Shale,Pre-Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0207,1,25.1075,92.9347,773.8,42.59,91.1,4.69,24.81,11.99,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,41.0,10.6,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-07-19,Tertiary Clay Shale,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0208,1,25.0724,93.1631,613.7,29.91,107.8,25.16,106.92,51.68,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,58.7,12.0,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-05-18,Disang Siltstone,Pre-Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0209,1,25.1162,92.9195,898.7,44.66,144.3,1.24,30.64,14.81,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,42.6,10.1,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-08-18,Tertiary Clay Shale,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0210,1,25.1742,93.181,955.5,42.92,50.2,4.31,18.16,8.78,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,40.2,10.6,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-09-15,Tertiary Clay Shale,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0211,1,25.1279,93.1541,520.1,37.78,214.9,77.92,162.18,101.3,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,74.6,11.1,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-06-18,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0212,1,25.1097,92.8758,451.1,34.17,116.8,7.56,21.89,10.58,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,39.8,7.2,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-08-05,Tertiary Clay Shale,Pre-Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0213,1,25.0948,92.9009,1051.2,31.36,277.1,7.56,21.89,10.58,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,43.4,10.2,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-08-05,Tertiary Clay Shale,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0214,1,25.1677,93.2325,517.2,28.25,163.2,8.73,16.47,11.35,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,40.0,14.4,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-07-22,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0215,1,25.1264,93.1863,448.1,45.84,286.7,2.81,29.33,14.18,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,41.8,10.2,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-09-15,Tertiary Clay Shale,Pre-Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0216,1,25.241,93.0956,468.7,37.4,57.9,16.08,78.35,37.87,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,57.8,14.1,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-06-28,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0217,1,25.0614,93.1485,901.1,43.65,149.7,4.31,18.16,8.78,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,43.2,14.4,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-09-15,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0218,1,25.1886,93.2466,1128.6,46.73,193.4,16.08,78.35,37.87,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,52.4,7.8,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-06-28,Tertiary Clay Shale,Pre-Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0219,1,25.2992,92.8775,729.7,27.82,213.7,3.35,23.08,11.16,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,40.8,13.0,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-09-15,Disang Siltstone,Pre-Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0220,1,25.1646,92.9323,508.6,39.53,132.0,77.92,162.18,101.3,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,75.2,13.5,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-06-18,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0221,1,25.0876,93.0397,503.2,36.69,136.3,25.41,41.23,33.03,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,49.2,7.6,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-07-10,Tertiary Clay Shale,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0222,1,25.3284,92.9398,691.7,35.51,110.0,6.71,17.63,8.72,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,43.3,14.8,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-08-05,Barail Sandstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0223,1,25.0865,92.929,1067.5,40.21,273.6,15.8,19.52,20.54,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,40.9,16.8,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-08-08,Barail Sandstone,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0224,1,25.3257,92.9509,971.2,36.13,59.5,26.47,48.2,34.41,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,51.5,16.4,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-09-22,Barail Sandstone,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0225,1,25.146,93.1513,616.6,37.87,241.0,4.31,18.16,8.78,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,39.3,16.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-09-15,Barail Sandstone,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0226,1,25.2953,92.9354,789.3,44.5,182.3,31.05,143.64,69.43,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,66.9,17.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-06-14,Barail Sandstone,Pre-Monsoon Cloudburst,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0227,1,25.1393,93.076,922.9,45.21,169.6,2.81,29.33,14.18,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,45.8,11.7,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-09-15,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0228,1,25.0528,92.9487,950.3,47.82,129.0,22.88,41.49,29.74,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,44.7,7.7,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-08-11,Tertiary Clay Shale,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0229,1,25.2727,93.176,868.9,41.13,46.4,4.83,26.9,13.0,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,46.8,12.8,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-09-02,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
