event_id,sample_type,event_date,latitude,longitude,rainfall_24h_mm,rainfall_72h_mm,rainfall_source
BG-NER-0130,background,2013-08-15,26.12839,94.54953,3.85,54.8,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0131,background,2010-07-19,25.50044,94.77639,12.22,30.75,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0132,background,2013-08-09,26.8959,94.02332,2.99,51.52,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0133,background,2013-06-07,26.77164,93.478,11.73,35.92,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0134,background,2010-08-17,25.58197,94.01031,8.85,24.67,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0135,background,2010-07-06,25.36831,94.88677,5.42,21.74,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0136,background,2015-08-19,26.93232,93.57477,20.54,56.13,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0137,background,2008-08-07,26.80528,93.98314,3.14,59.6,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0138,background,2007-08-28,26.38282,93.35736,2.28,20.92,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0139,background,2015-06-24,26.14585,94.19985,13.93,42.27,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0140,background,2010-10-08,25.98153,93.87935,39.08,59.96,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0141,background,2011-07-29,25.64757,95.06756,4.96,15.73,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0142,background,2016-06-14,25.47748,94.73855,1.13,13.99,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0143,background,2011-08-18,25.86522,94.43782,4.67,37.16,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0144,background,2013-08-04,26.34938,94.59568,5.53,15.66,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0145,background,2010-07-06,25.71036,94.87901,5.42,21.74,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0146,background,2008-08-19,26.28948,93.71421,34.27,69.64,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0147,background,2010-06-15,25.65713,94.05122,17.93,36.6,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0148,background,2013-07-12,25.29852,94.5591,18.68,107.07,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0149,background,2013-08-16,25.76966,94.66846,19.12,49.77,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0150,background,2016-04-19,26.53224,93.70694,13.19,41.79,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0151,background,2013-08-04,26.76519,95.02241,7.48,8.99,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0152,background,2013-08-04,25.90972,93.34873,3.59,18.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0153,background,2014-09-08,26.57,94.36935,4.4,26.49,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0154,background,2011-06-28,26.22733,93.3117,7.45,59.29,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0155,background,2013-08-15,26.01248,94.46519,3.85,54.8,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0156,background,2011-07-11,25.72309,93.74089,0.03,3.61,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0157,background,2010-10-09,25.79597,93.41247,17.0,72.26,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0158,background,2007-10-19,26.78514,94.44406,4.98,8.47,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0159,background,2013-07-17,25.33426,93.45889,3.58,30.46,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0160,background,2007-10-19,25.425,93.57677,4.73,6.43,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0161,background,2010-07-31,25.29239,93.54276,7.83,48.14,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0162,background,2015-08-01,24.57904,94.26012,3.7,100.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0163,background,2015-08-01,24.69743,94.46197,3.7,100.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0164,background,2007-08-31,24.35187,93.35024,1.07,5.81,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0165,background,2015-07-22,25.23453,93.39511,18.11,52.6,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0166,background,2015-08-01,24.94267,94.73385,0.38,83.35,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0167,background,2015-08-01,23.97028,93.37354,10.71,88.0,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0168,background,2010-06-07,24.42871,93.23145,7.9,41.36,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0169,background,2007-09-10,25.5012,94.31666,3.97,25.52,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0170,background,2015-07-24,23.9809,94.51634,5.76,23.84,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0171,background,2015-08-01,24.88293,94.67324,4.9,104.34,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0172,background,2015-07-31,24.23867,93.24041,53.72,79.27,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0173,background,2015-08-01,24.59403,94.23123,3.7,100.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0174,background,2010-07-29,24.55117,93.72689,19.2,36.31,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0175,background,2010-06-07,25.07492,93.35093,10.55,46.14,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0176,background,2015-08-01,24.41767,94.48825,3.7,100.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0177,background,2015-08-01,25.37248,94.59278,6.56,85.46,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0178,background,2010-08-19,25.39574,93.41491,16.89,42.39,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0179,background,2015-07-22,24.55894,93.31983,19.73,51.03,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0180,background,2007-08-31,23.94287,94.72232,0.01,0.15,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0181,background,2015-08-01,23.82469,93.89387,5.31,82.66,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0182,background,2015-08-11,24.05178,94.07478,0.36,15.15,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0183,background,2011-05-31,25.12733,94.48502,12.06,41.03,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0184,background,2015-08-01,24.90743,93.62994,11.75,108.36,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0185,background,2010-10-08,24.00411,93.29487,89.56,152.67,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0186,background,2015-08-01,24.30635,94.60926,3.7,100.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0187,background,2008-06-09,24.38156,93.10306,5.16,15.03,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0188,background,2016-07-25,24.53084,93.18662,20.72,42.97,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0189,background,2015-07-24,24.61655,94.4363,7.61,32.78,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0190,background,2015-08-01,24.73809,94.79779,0.32,75.58,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0191,background,2009-08-30,24.20911,93.97905,4.38,5.33,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0192,background,2015-07-22,24.74188,94.06455,10.84,38.36,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0193,background,2015-08-11,24.83874,93.20748,5.63,34.46,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0194,background,2015-07-22,25.53294,94.66784,16.94,48.02,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0195,background,2011-07-22,24.91467,93.63452,6.93,43.74,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0196,background,2010-06-07,25.59477,94.76064,12.58,53.31,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0197,background,2011-05-31,24.33761,94.68424,10.23,41.6,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0198,background,2015-07-22,25.45649,93.30147,11.47,38.87,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0199,background,2011-07-25,25.65487,94.35633,7.66,14.08,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0200,background,2015-08-01,24.82623,93.20076,13.93,93.0,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0201,background,2015-08-01,25.17672,94.07133,4.9,104.34,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0202,background,2012-06-10,25.40974,94.38551,6.48,7.95,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0203,background,2015-07-22,23.97426,94.37185,7.17,24.88,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0204,background,2007-09-08,24.15868,93.62492,11.74,40.22,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0205,background,2013-09-24,24.76747,94.54592,0.3,0.56,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0206,background,2015-08-01,23.99399,93.79588,5.31,82.66,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0207,background,2016-07-07,25.42481,94.07507,13.18,34.27,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0208,background,2015-07-24,25.49875,93.64035,14.67,40.24,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0209,background,2015-08-11,24.24648,94.34794,0.36,15.15,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0210,background,2015-08-01,24.72027,94.75786,0.32,75.58,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0211,background,2007-09-11,25.08183,94.20933,4.55,12.38,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0212,background,2011-07-22,25.16096,94.71859,8.44,34.04,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0213,background,2015-08-01,25.00328,94.05735,11.75,108.36,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0214,background,2011-06-28,24.23851,93.9567,10.37,53.03,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0215,background,2007-09-08,23.91221,93.30292,29.45,76.16,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0216,background,2011-07-06,25.09012,93.05102,3.51,29.47,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0217,background,2012-06-25,26.91001,94.58912,27.26,73.88,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0218,background,2016-05-01,27.71904,92.14351,4.08,10.12,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0219,background,2011-07-19,28.23872,92.79468,25.49,54.37,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0220,background,2012-09-19,27.4538,94.46415,37.17,87.27,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0221,background,2016-07-19,28.46299,92.54715,1.98,4.6,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0222,background,2014-10-01,26.87614,95.37367,0.01,0.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0223,background,2011-07-19,27.32667,96.13483,1.85,67.6,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0224,background,2010-04-21,27.60996,95.28618,53.71,142.63,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0225,background,2016-06-12,27.56346,93.53299,23.76,42.42,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0226,background,2010-11-22,27.5673,96.03268,0.0,31.97,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0227,background,2012-04-08,27.05335,94.49228,5.38,25.55,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0228,background,2012-06-25,28.32355,91.96628,5.06,14.35,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0229,background,2010-11-22,28.13087,94.91745,0.0,34.71,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0230,background,2015-07-15,27.75683,93.76886,30.78,65.69,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0231,background,2016-04-22,28.11302,92.92092,7.94,48.55,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0232,background,2010-04-21,28.02493,95.56187,65.48,147.4,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0233,background,2008-06-14,28.17449,93.73844,43.16,80.78,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0234,background,2016-08-05,27.95592,92.94275,4.2,12.67,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0235,background,2010-04-02,28.05452,96.32095,28.21,61.95,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0236,background,2012-09-19,27.11955,94.41929,22.93,68.0,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0237,background,2010-04-21,28.26784,94.54146,19.99,69.26,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0238,background,2010-10-03,28.35297,95.0536,2.11,14.61,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0239,background,2013-09-02,27.9431,92.39027,9.96,15.17,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0240,background,2013-02-18,28.13928,93.50228,1.16,6.69,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0241,background,2015-08-18,27.03331,91.81562,24.51,50.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0242,background,2012-04-08,27.69651,96.12068,3.58,13.15,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0243,background,2011-07-16,27.34389,95.44768,4.1,71.36,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0244,background,2011-03-22,28.1632,96.13767,7.48,55.41,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0245,background,2015-08-18,27.55487,93.77388,18.25,44.97,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0246,background,2016-07-28,27.03286,96.10314,11.91,24.89,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0247,background,2014-10-01,28.34325,96.28773,0.0,0.14,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0248,background,2010-09-09,27.5989,94.90884,54.15,111.35,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0249,background,2012-06-25,27.61269,93.00873,26.01,70.46,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0250,background,2016-07-19,26.64745,92.75764,6.19,28.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0251,background,2011-08-15,28.36443,96.26154,13.54,67.61,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0252,background,2011-08-05,28.49959,95.56322,9.87,56.57,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0253,background,2016-08-05,28.07603,94.35923,6.59,8.52,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0254,background,2015-08-16,26.61756,93.3279,3.7,9.69,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0255,background,2016-07-19,27.31209,91.90744,5.29,19.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0256,background,2014-05-08,27.1004,93.97177,46.39,91.12,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0257,background,2012-06-13,25.87412,91.64886,15.3,46.42,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0258,background,2015-08-19,25.8966,92.3744,22.77,65.12,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0259,background,2007-08-26,25.53984,91.70007,40.07,55.66,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0260,background,2010-04-21,25.17981,91.70494,26.69,87.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0261,background,2016-07-19,25.84994,92.3521,14.83,58.27,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0262,background,2011-08-16,25.63681,92.02824,57.03,96.76,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0263,background,2007-07-27,25.80934,91.07342,29.63,77.95,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0264,background,2010-06-09,26.04972,91.30955,21.72,69.05,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0265,background,2007-07-27,25.39851,90.70149,36.68,115.48,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0266,background,2007-08-26,25.67788,91.44972,38.77,56.82,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0267,background,2007-07-27,26.08076,90.04399,34.52,98.55,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0268,background,2010-04-21,25.13179,91.4152,23.15,78.06,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0269,background,2007-09-11,25.88547,91.85801,0.96,25.05,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0270,background,2015-06-16,25.19749,92.41935,16.14,39.61,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0271,background,2015-08-19,25.74983,92.63691,35.06,81.02,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0272,background,2014-09-24,25.85464,92.25443,3.02,125.85,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0273,background,2015-09-06,26.06103,92.0141,0.87,29.57,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0274,background,2015-09-23,25.62696,91.46393,48.44,117.79,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0275,background,2015-09-05,25.73995,91.7491,6.89,72.47,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0276,background,2010-06-09,25.24926,91.16693,16.74,60.3,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0277,background,2007-07-26,26.09067,90.74435,30.27,69.55,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0278,background,2007-09-11,25.47136,92.02662,5.68,53.99,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0279,background,2010-05-11,25.18874,91.74701,16.4,43.46,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0280,background,2015-08-19,25.92908,90.33198,33.11,72.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0281,background,2014-09-21,25.62174,92.41742,51.71,105.96,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0282,background,2015-06-16,25.33099,90.20636,27.16,62.64,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0283,background,2014-09-23,25.18488,92.1959,70.05,155.42,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0284,background,2014-10-05,25.98064,92.11229,0.0,0.0,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0285,background,2015-06-13,25.99403,92.59729,10.59,51.62,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0286,background,2010-09-13,23.54387,93.34878,5.92,10.64,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0287,background,2009-10-05,23.23692,92.56482,16.97,61.92,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0288,background,2015-08-28,22.03176,92.94168,22.42,34.89,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0289,background,2015-08-26,23.47425,92.83508,2.27,5.33,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0290,background,2010-09-13,23.36467,93.11244,5.92,10.64,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0291,background,2015-09-14,23.35916,93.14303,12.28,31.44,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0292,background,2015-08-27,23.56249,93.07867,5.0,8.31,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0293,background,2010-08-06,24.10814,92.90849,0.52,11.39,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0294,background,2010-09-13,23.96309,93.20731,7.48,12.94,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0295,background,2015-08-26,24.44767,92.32331,3.84,11.41,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0296,background,2015-09-14,22.05923,92.84591,0.83,30.65,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0297,background,2010-09-13,23.14138,92.54175,8.74,18.95,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0298,background,2015-08-27,23.83137,92.72469,5.48,9.52,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0299,background,2012-11-11,23.96665,92.5715,0.0,0.09,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0300,background,2010-09-13,23.91861,93.0647,7.48,12.94,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0301,background,2007-09-29,23.94052,92.72827,4.42,4.61,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0302,background,2010-09-13,23.02975,93.11475,5.03,10.88,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0303,background,2010-09-13,24.10046,93.29246,7.48,12.94,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0304,background,2015-08-27,22.71442,93.22186,6.43,9.96,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0305,background,2010-09-16,24.49611,92.60757,10.26,34.08,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0306,background,2007-07-30,22.27045,93.15545,0.31,3.17,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0307,background,2012-11-11,23.99007,92.58573,0.0,0.09,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0308,background,2015-08-28,22.5148,93.10142,16.48,25.43,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0309,background,2010-09-16,22.37967,93.13296,1.7,14.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0310,background,2010-09-13,23.43443,92.68387,9.93,17.18,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0311,background,2016-07-28,23.61366,93.27547,7.01,19.12,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0312,background,2010-09-16,24.37278,92.79706,10.26,34.08,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0313,background,2010-06-03,23.59983,91.36588,35.69,73.43,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0314,background,2014-08-14,23.09163,92.20519,59.89,142.28,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0315,background,2010-06-03,23.01097,91.94279,41.78,77.6,NASA_POWER_PRECTOTCORR_Daily
