sample_id,label,sample_type,data_pedigree,source,event_date,state,latitude,longitude,trigger,fatalities,dem_source,rainfall_source,soil_source,landcover_source,original_source_fields,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa,split_target
GLC-REAL-2415,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-09-12,Nagaland,25.63962,94.11112,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'power lines 5 km from Kohima', 'source_name': 'Telegraph', 'source_link': 'http://www.telegraphindia.com/1100916/jsp/northeast/story_12941830.jsp'}",1501.0,14.3,191.31,4.38,6.8,,,,,,,,,,,,TRAIN
GLC-REAL-9336,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-05-18,Assam,24.5308,92.5121,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Ramchandi , Hailakandi District, Assam, India', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'}",63.0,12.6,116.57,75.63,179.71,,,,,,,,,,,,TRAIN
GLC-REAL-4848,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-05-08,Tripura,24.0896,91.4663,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Purba Simna, Tripura', 'source_name': 'www.upi.com', 'source_link': 'http://www.upi.com/Top_News/World-News/2013/05/09/Cyclonic-storms-kill-seven-in-India/UPI-39151368107292/'}",113.0,6.09,128.66,45.59,126.29,,,,,,,,,,,,TRAIN
GLC-REAL-9122,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-07-20,Assam,26.1966,91.802,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Noonmati, Guwahati, Assam, India', 'source_name': 'Times of India', 'source_link': 'http://timesofindia.indiatimes.com/city/guwahati/Landslide-toll-touches-6-as-woman-buried-alive-in-Guwahati/articleshow/53314082.cms'}",106.0,10.39,90.0,32.15,108.99,,,,,,,,,,,,TRAIN
GLC-REAL-2574,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-10-09,Assam,25.4749,93.1477,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'between Mahur and Maigrandisa(?) or Lumding, Assam', 'source_name': 'dnaindia', 'source_link': 'http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237'}",151.0,4.76,53.13,26.53,110.95,,,,,,,,,,,,TRAIN
GLC-REAL-6282,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-22,Assam,26.1097,91.7747,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Lalmati', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}",60.0,2.13,206.57,126.76,191.59,,,,,,,,,,,,TRAIN
GLC-REAL-2263,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-08-17,Nagaland,26.2753,94.6654,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/frontpage/53726.html'}",1158.0,30.17,27.3,17.35,49.71,,,,,,,,,,,,TRAIN
GLC-REAL-6289,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-22,Assam,26.1001,91.6849,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Pamohi', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}",86.0,23.12,128.66,126.76,191.59,,,,,,,,,,,,TRAIN
GLC-REAL-9087,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-07-19,Arunachal Pradesh,28.235,94.9612,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': '5 km off Sangam point on Aalo- Pangin road, Arunachal Pradesh, India', 'source_name': 'NELive', 'source_link': 'http://www.nelive.in/arunachal-pradesh/news/landslide-disrupts-road-communication-between-aalo-and-pangin'}",312.0,43.47,100.12,14.48,89.14,,,,,,,,,,,,TRAIN
GLC-REAL-130,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2007-07-19,Assam,26.1699,91.7986,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Guwahati', 'source_name': 'Saharas Samay', 'source_link': 'http://www.saharasamay.com/samayhtml/articles.aspx?newsid=80536'}",146.0,3.93,284.04,24.86,59.05,,,,,,,,,,,,TRAIN
BG-NER-0002,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-07-24,Assam,25.6338,91.9295,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.73, 'temporal_anchor': 'empirical_monsoon_distribution'}",1379.0,7.23,203.2,8.64,37.05,,,,,,,,,,,,TRAIN
BG-NER-0003,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-03-19,Assam,27.14587,95.23086,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.22, 'temporal_anchor': 'empirical_monsoon_distribution'}",115.0,1.35,135.0,0.9,2.94,,,,,,,,,,,,TRAIN
BG-NER-0004,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2012-06-02,Assam,26.65003,91.58982,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 21.78, 'temporal_anchor': 'empirical_monsoon_distribution'}",73.0,0.0,0.0,28.1,54.46,,,,,,,,,,,,TRAIN
BG-NER-0005,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-07-22,Assam,27.78106,95.3191,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 11.7, 'temporal_anchor': 'empirical_monsoon_distribution'}",113.0,2.13,26.57,53.47,84.88,,,,,,,,,,,,TRAIN
BG-NER-0006,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2007-08-26,Assam,27.00984,92.89092,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 25.35, 'temporal_anchor': 'empirical_monsoon_distribution'}",198.0,9.46,0.0,15.86,26.76,,,,,,,,,,,,TRAIN
BG-NER-0007,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-09-01,Assam,27.27322,92.49028,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 19.77, 'temporal_anchor': 'empirical_monsoon_distribution'}",2124.0,34.5,165.96,6.11,49.45,,,,,,,,,,,,TRAIN
BG-NER-0008,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2016-07-07,Assam,25.30044,91.158,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 24.04, 'temporal_anchor': 'empirical_monsoon_distribution'}",388.0,5.79,279.46,14.57,74.35,,,,,,,,,,,,TRAIN
BG-NER-0009,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-09-23,Assam,26.19294,92.38547,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 51.38, 'temporal_anchor': 'empirical_monsoon_distribution'}",62.0,1.35,135.0,42.18,65.18,,,,,,,,,,,,TRAIN
BG-NER-0010,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-06-03,Assam,24.34623,92.48621,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 13.1, 'temporal_anchor': 'empirical_monsoon_distribution'}",365.0,17.55,198.43,54.42,121.7,,,,,,,,,,,,TRAIN
BG-NER-0011,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2008-08-14,Assam,25.61465,90.97239,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.65, 'temporal_anchor': 'empirical_monsoon_distribution'}",896.0,7.42,39.81,12.06,53.9,,,,,,,,,,,,TRAIN
BG-NER-0012,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2016-05-18,Assam,25.86713,91.59995,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 25.43, 'temporal_anchor': 'empirical_monsoon_distribution'}",419.0,18.31,130.91,18.72,140.36,,,,,,,,,,,,TRAIN
BG-NER-0013,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2014-09-22,Assam,27.17086,93.44026,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 19.1, 'temporal_anchor': 'empirical_monsoon_distribution'}",1931.0,21.68,326.98,26.07,82.88,,,,,,,,,,,,TRAIN
BG-NER-0014,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-04-20,Assam,27.70855,93.18026,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 23.23, 'temporal_anchor': 'empirical_monsoon_distribution'}",1518.0,29.21,333.43,30.11,94.15,,,,,,,,,,,,TRAIN
BG-NER-0015,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2009-08-20,Assam,25.85795,95.2027,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 41.81, 'temporal_anchor': 'empirical_monsoon_distribution'}",2284.0,27.32,0.0,23.19,46.69,,,,,,,,,,,,TRAIN
BG-NER-0016,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-09-06,Assam,26.80558,91.68292,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.91, 'temporal_anchor': 'empirical_monsoon_distribution'}",291.0,29.02,212.74,2.56,13.81,,,,,,,,,,,,TRAIN
BG-NER-0018,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2016-05-18,Assam,26.0752,93.28017,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 62.57, 'temporal_anchor': 'empirical_monsoon_distribution'}",282.0,23.2,256.5,32.85,106.31,,,,,,,,,,,,TRAIN
BG-NER-0020,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-07-25,Assam,26.53741,92.03287,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.37, 'temporal_anchor': 'empirical_monsoon_distribution'}",65.0,2.13,153.43,5.44,37.07,,,,,,,,,,,,TRAIN
BG-NER-0021,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2013-05-12,Assam,25.8127,92.76898,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 39.06, 'temporal_anchor': 'empirical_monsoon_distribution'}",185.0,6.72,278.13,27.56,79.38,,,,,,,,,,,,TRAIN
BG-NER-0022,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-07-24,Assam,26.7323,93.26307,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 30.61, 'temporal_anchor': 'empirical_monsoon_distribution'}",70.0,3.02,18.43,2.3,44.38,,,,,,,,,,,,TRAIN
BG-NER-0023,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-04-01,Assam,25.79857,89.81081,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.44, 'temporal_anchor': 'empirical_monsoon_distribution'}",21.0,0.0,0.0,0.76,10.16,,,,,,,,,,,,TRAIN
BG-NER-0024,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-06-16,Assam,26.09984,90.36068,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 38.38, 'temporal_anchor': 'empirical_monsoon_distribution'}",40.0,1.35,225.0,24.23,51.77,,,,,,,,,,,,TRAIN
BG-NER-0025,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-04-20,Assam,27.55693,95.73842,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 43.03, 'temporal_anchor': 'empirical_monsoon_distribution'}",150.0,1.91,270.0,28.81,91.59,,,,,,,,,,,,TRAIN
BG-NER-0026,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2012-06-03,Assam,25.58963,94.18039,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.27, 'temporal_anchor': 'empirical_monsoon_distribution'}",1488.0,19.19,343.3,12.63,54.4,,,,,,,,,,,,TRAIN
BG-NER-0027,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2013-05-11,Assam,25.43126,93.2023,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.32, 'temporal_anchor': 'empirical_monsoon_distribution'}",284.0,4.26,243.43,25.9,64.56,,,,,,,,,,,,TRAIN
BG-NER-0028,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2014-09-22,Assam,27.08716,95.55079,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 11.09, 'temporal_anchor': 'empirical_monsoon_distribution'}",777.0,8.74,229.4,26.68,61.32,,,,,,,,,,,,TRAIN
BG-NER-0029,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2014-09-22,Assam,27.49822,93.52561,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 34.99, 'temporal_anchor': 'empirical_monsoon_distribution'}",1289.0,34.85,201.04,26.27,83.32,,,,,,,,,,,,TRAIN
BG-NER-0030,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-05-22,Assam,25.37175,91.48968,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 25.79, 'temporal_anchor': 'empirical_monsoon_distribution'}",1570.0,6.38,243.43,7.81,34.48,,,,,,,,,,,,TRAIN
BG-NER-0031,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2009-08-20,Assam,26.71857,92.72418,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.58, 'temporal_anchor': 'empirical_monsoon_distribution'}",71.0,3.44,123.69,23.1,56.28,,,,,,,,,,,,TRAIN
BG-NER-0033,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-07-24,Assam,26.06934,93.40829,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 51.83, 'temporal_anchor': 'empirical_monsoon_distribution'}",313.0,17.78,278.97,1.38,25.8,,,,,,,,,,,,TRAIN
BG-NER-0034,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2015-09-01,Assam,27.50565,95.31038,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 38.74, 'temporal_anchor': 'empirical_monsoon_distribution'}",125.0,2.13,153.43,17.06,177.47,,,,,,,,,,,,TRAIN
BG-NER-0035,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-06-29,Assam,27.13582,93.63416,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.04, 'temporal_anchor': 'empirical_monsoon_distribution'}",838.0,37.24,217.87,13.5,36.7,,,,,,,,,,,,TRAIN
BG-NER-0036,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-06-03,Assam,26.26582,95.30358,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 37.15, 'temporal_anchor': 'empirical_monsoon_distribution'}",2022.0,30.21,76.76,8.63,28.91,,,,,,,,,,,,TRAIN
BG-NER-0039,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2016-07-07,Assam,25.7502,94.39622,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.18, 'temporal_anchor': 'empirical_monsoon_distribution'}",1269.0,29.09,81.38,11.9,35.16,,,,,,,,,,,,TRAIN
BG-NER-0040,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2013-09-01,Assam,26.48453,94.94247,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.75, 'temporal_anchor': 'empirical_monsoon_distribution'}",1078.0,5.55,59.04,17.25,33.65,,,,,,,,,,,,TRAIN
BG-NER-0041,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2013-08-17,Assam,26.56205,91.72803,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.65, 'temporal_anchor': 'empirical_monsoon_distribution'}",65.0,0.95,90.0,1.35,10.23,,,,,,,,,,,,TRAIN
BG-NER-0043,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2016-07-07,Assam,24.76204,91.47995,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 74.78, 'temporal_anchor': 'empirical_monsoon_distribution'}",6.0,1.91,0.0,12.09,97.65,,,,,,,,,,,,TRAIN
BG-NER-0045,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2014-09-22,Assam,25.13411,92.8965,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.36, 'temporal_anchor': 'empirical_monsoon_distribution'}",750.0,29.2,252.65,19.51,51.76,,,,,,,,,,,,TRAIN
BG-NER-0046,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2010-06-03,Assam,27.47227,91.93037,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.3, 'temporal_anchor': 'empirical_monsoon_distribution'}",3742.0,23.98,77.01,28.38,62.41,,,,,,,,,,,,TRAIN
BG-NER-0047,0,background,DISTRICT_STRATIFIED_BUFFERED_REFERENCE,STRATIFIED_BUFFER_SELECTION,2011-06-29,Assam,25.44724,91.682,None (Background Reference),0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 20.9, 'temporal_anchor': 'empirical_monsoon_distribution'}",1607.0,12.23,0.0,48.01,181.57,,,,,,,,,,,,TRAIN
