sample_id,date,lat,lon,elevation_m,slope_deg,aspect_deg,state,district,corridor,split_target,geology,trigger,label,source,sample_type
LS-POS-0221,2020-07-10,25.0876,93.0397,503.2,36.69,136.3,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Toe Erosion by Jatinga River,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0222,2022-08-05,25.3284,92.9398,691.7,35.51,110.0,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0223,2019-08-08,25.0865,92.929,1067.5,40.21,273.6,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Toe Erosion by Jatinga River,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0224,2020-09-22,25.3257,92.9509,971.2,36.13,59.5,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Toe Erosion by Jatinga River,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0225,2022-09-15,25.146,93.1513,616.6,37.87,241.0,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Toe Erosion by Jatinga River,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0226,2018-06-14,25.2953,92.9354,789.3,44.5,182.3,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Pre-Monsoon Cloudburst,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0227,2019-09-15,25.1393,93.076,922.9,45.21,169.6,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0228,2020-08-11,25.0528,92.9487,950.3,47.82,129.0,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Toe Erosion by Jatinga River,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0229,2018-09-02,25.2727,93.176,868.9,41.13,46.4,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0230,2020-08-11,25.2783,92.8641,964.4,30.45,249.2,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0231,2018-08-18,25.3026,93.0381,786.5,28.74,82.2,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Toe Erosion by Jatinga River,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0232,2022-05-18,25.2489,92.8508,550.2,26.64,203.8,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0233,2022-06-18,25.1943,93.1069,467.3,38.76,207.6,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Toe Erosion by Jatinga River,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0234,2019-07-12,25.0569,92.9788,884.6,29.28,101.7,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Toe Erosion by Jatinga River,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0235,2022-08-05,25.2975,93.0581,692.6,28.69,61.9,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0236,2022-08-05,25.2904,93.1566,955.5,32.59,257.1,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Toe Erosion by Jatinga River,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0237,2022-08-05,25.0855,93.014,1033.1,34.44,142.8,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0238,2021-06-25,25.1504,92.8605,437.7,44.3,256.3,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0239,2020-07-10,25.0668,93.1911,584.6,34.29,298.1,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0240,2019-07-12,25.2618,93.1025,456.4,45.89,60.5,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
NON-LS-BG-0241,2021-07-28,25.1916,92.8554,533.6,3.54,89.8,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0242,2020-08-11,25.1849,93.1607,381.7,34.71,50.1,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0243,2022-10-25,25.2097,93.0144,578.8,34.81,317.6,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0244,2019-03-25,25.2863,93.0998,681.6,14.75,203.5,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0245,2019-08-08,25.2326,92.9898,415.8,4.81,246.2,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0246,2018-02-14,25.2135,93.2422,495.0,7.85,195.7,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0247,2021-09-02,25.1954,92.9163,997.0,13.2,165.7,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0248,2018-11-20,25.2748,92.9662,886.1,4.34,283.1,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0249,2019-01-18,25.0994,92.9821,865.0,9.23,313.4,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0250,2018-08-18,25.1216,93.0305,1024.5,39.59,327.3,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0251,2022-07-19,25.2116,93.0491,409.7,37.03,158.8,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0252,2022-10-25,25.0782,92.9927,865.5,34.54,329.4,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0253,2022-06-18,25.2099,92.9132,822.4,25.03,60.8,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0254,2022-09-15,25.3403,93.1927,418.2,11.88,240.5,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0255,2018-11-20,25.2404,92.9164,952.5,8.13,189.9,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0256,2019-07-12,25.2658,93.2061,391.5,27.12,194.7,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0257,2018-07-22,25.2631,92.9757,665.3,12.86,294.9,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0258,2021-08-14,25.1233,92.8952,396.9,41.32,68.9,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0259,2021-04-20,25.2341,93.0242,739.5,37.06,228.3,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0260,2020-01-22,25.1475,93.1245,384.7,5.1,27.7,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0261,2019-01-18,25.1147,92.9942,383.9,12.16,313.6,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0262,2021-07-28,25.2495,92.9541,970.1,11.05,165.7,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0263,2022-10-25,25.3075,92.9669,972.6,41.01,201.3,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0264,2018-09-02,25.2385,93.0631,779.9,46.98,34.8,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0265,2021-07-28,25.1226,92.855,663.7,6.62,267.5,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0266,2022-10-25,25.0644,93.2112,931.7,40.71,225.4,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0267,2022-10-25,25.2094,93.1853,535.4,26.22,237.2,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0268,2018-08-18,25.1257,92.9381,677.4,32.1,298.5,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0269,2021-08-14,25.3137,93.0787,697.7,38.63,49.5,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0270,2019-01-18,25.1522,92.9159,455.2,14.38,243.5,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0271,2020-04-15,25.286,93.2383,519.6,6.26,228.3,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0272,2020-07-10,25.0713,92.9518,588.9,30.41,349.8,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0273,2019-07-12,25.1494,93.0428,473.1,47.19,307.5,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0274,2020-06-25,25.3032,92.964,659.5,46.74,142.9,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0275,2020-08-11,25.0842,92.9881,690.7,44.51,47.3,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0276,2021-11-05,25.1324,93.0078,630.9,7.93,242.9,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0277,2018-02-14,25.3362,93.1386,939.2,3.03,217.4,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0278,2019-09-15,25.256,92.8958,604.3,8.47,270.4,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0279,2018-04-10,25.0713,92.8821,584.0,14.3,319.7,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0280,2021-04-20,25.2296,93.0509,433.1,35.86,266.8,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
LS-POS-0281,2018-06-14,25.759,94.2402,1672.1,45.22,67.8,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,Monsoon Hydrostatic Load,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0282,2022-09-15,25.7198,94.2685,1507.2,32.54,232.0,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Paglapahar Rockslide,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0283,2018-08-18,25.729,94.1855,1027.8,34.43,166.5,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,Roadbed Subsidence,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0284,2018-09-02,25.7738,94.2158,869.0,46.68,151.1,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Paglapahar Rockslide,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0285,2022-08-05,25.7577,94.1291,929.1,41.56,136.7,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Paglapahar Rockslide,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0286,2022-05-18,25.7552,94.0826,786.0,36.1,227.8,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,Monsoon Hydrostatic Load,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0287,2022-06-18,25.7817,94.0776,976.1,48.75,176.1,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Paglapahar Rockslide,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0288,2020-07-10,25.6083,94.1269,1647.6,36.07,151.8,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,Roadbed Subsidence,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0289,2019-06-28,25.694,94.0015,1219.1,30.73,173.0,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Paglapahar Rockslide,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0290,2022-05-18,25.7332,94.2982,1270.8,29.85,149.1,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Roadbed Subsidence,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0291,2022-07-19,25.7021,94.1395,918.7,39.63,141.2,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Roadbed Subsidence,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0292,2018-09-02,25.848,94.1982,939.5,38.66,138.8,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Monsoon Hydrostatic Load,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0293,2018-08-18,25.7741,93.9987,1179.6,41.15,282.7,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Paglapahar Rockslide,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0294,2018-09-02,25.787,94.1493,1338.6,32.23,289.9,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Paglapahar Rockslide,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0295,2020-08-11,25.6397,94.1576,1319.2,35.42,193.3,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,Paglapahar Rockslide,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0296,2021-09-02,25.6173,94.1883,1200.1,28.72,70.3,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Monsoon Hydrostatic Load,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0297,2021-08-14,25.8264,94.1222,1052.2,38.32,208.6,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Roadbed Subsidence,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0298,2021-08-14,25.8756,94.0768,1433.1,46.78,199.9,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,Monsoon Hydrostatic Load,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0299,2019-09-15,25.8868,94.0202,878.3,45.93,61.9,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Paglapahar Rockslide,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0300,2020-08-11,25.865,94.1069,1239.4,41.16,280.5,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Roadbed Subsidence,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0301,2021-08-14,25.7582,94.1714,1360.0,45.22,312.4,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Roadbed Subsidence,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0302,2018-06-14,25.6602,94.2981,860.8,28.05,63.6,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Paglapahar Rockslide,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0303,2019-09-15,25.6017,94.278,1519.7,44.99,152.8,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Roadbed Subsidence,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0304,2021-06-25,25.8169,94.0481,1398.7,28.51,300.9,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Monsoon Hydrostatic Load,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0305,2021-09-02,25.6217,94.2843,1250.3,34.29,174.1,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Roadbed Subsidence,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0306,2021-07-28,25.6436,94.1985,1380.2,32.43,86.1,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Monsoon Hydrostatic Load,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0307,2021-06-25,25.6799,93.9577,1304.9,45.69,207.9,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,Roadbed Subsidence,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0308,2018-09-02,25.7073,94.1767,890.6,46.66,213.7,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,Roadbed Subsidence,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0309,2018-09-02,25.6215,94.1889,997.7,42.99,83.6,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,Roadbed Subsidence,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0310,2020-06-25,25.8326,94.045,1227.0,33.97,247.1,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,Monsoon Hydrostatic Load,1,GSI_NLSM,POSITIVE_LANDSLIDE
NON-LS-BG-0311,2019-07-12,25.7533,93.9664,869.2,44.35,88.9,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0312,2018-11-20,25.6306,94.0761,864.1,13.11,327.6,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0313,2020-07-10,25.7132,94.2874,703.3,28.02,50.1,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0314,2020-11-12,25.6763,94.2564,786.3,6.34,107.3,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0315,2021-11-05,25.6316,94.2236,1196.0,3.58,311.7,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0316,2018-04-10,25.7428,93.9888,1187.4,32.1,198.7,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0317,2019-09-15,25.8191,94.1767,1331.1,35.65,234.6,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0318,2020-07-10,25.814,94.0197,1414.5,42.06,195.8,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0319,2018-08-18,25.6726,94.2689,1368.4,36.17,145.5,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0320,2020-09-22,25.889,94.1317,1225.7,28.15,45.2,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0321,2022-09-15,25.6051,94.2196,1340.8,32.9,123.0,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0322,2020-01-22,25.8217,94.0281,1194.0,9.85,316.5,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0323,2022-01-15,25.8489,94.1622,882.5,5.49,88.8,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0324,2022-08-05,25.7452,94.2116,1044.7,32.46,196.0,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0325,2020-11-12,25.8888,93.9765,948.7,5.7,281.3,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0326,2022-08-05,25.8433,94.1726,968.7,31.91,121.4,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0327,2021-04-20,25.807,94.2757,1065.6,5.76,274.0,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Disang Grey Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0328,2022-03-30,25.7063,94.2822,1478.5,10.45,196.8,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Barail Sandstone,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0329,2018-02-14,25.7298,93.9654,771.2,8.35,353.2,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),TRAIN,Silty Loam Weathered Mantle,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
