sample_id,date,lat,lon,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,rainfall_source,rainfall_data_pedigree,rainfall_is_missing
NON-LS-BG-0374,2020-11-12,27.3137,92.234,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0375,2022-06-18,27.4937,92.3674,19.6,118.18,57.12,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0376,2018-09-02,27.5681,92.1416,3.69,9.88,4.8,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0377,2019-12-05,27.3038,92.4052,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0378,2018-11-20,27.2301,92.2037,0.0,0.01,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0379,2022-09-15,27.4426,92.1718,2.95,8.35,4.04,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0380,2020-07-10,27.1383,92.6672,67.82,97.93,88.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0381,2020-01-22,27.2357,92.2507,0.0,0.05,0.02,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0382,2020-06-25,27.5294,92.54,50.82,89.56,66.07,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0383,2019-09-15,27.4368,92.2165,5.78,22.38,10.82,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0384,2020-07-10,27.3659,92.6131,44.61,68.18,57.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0385,2021-08-14,27.1607,92.5125,1.62,14.44,6.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0386,2018-06-14,27.2171,92.2427,21.04,99.87,48.27,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0387,2018-04-10,27.4482,92.5564,5.55,8.71,7.21,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0388,2021-06-25,27.5726,92.5528,0.5,6.79,3.28,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0389,2020-11-12,27.5478,92.2328,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0390,2020-11-12,27.3041,92.6757,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0391,2023-07-14,23.9008,92.8964,6.11,15.31,7.94,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0392,2023-07-14,23.8962,92.7714,12.11,19.44,15.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0393,2023-06-29,23.711,92.6701,16.84,52.63,25.44,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0394,2023-08-22,23.804,92.9468,11.79,30.02,15.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0395,2023-10-04,23.7618,92.6706,14.56,34.31,18.93,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0396,2023-06-29,23.7153,92.8485,8.12,20.64,10.56,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0397,2023-08-22,23.7778,92.8144,11.79,30.02,15.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0398,2023-08-22,23.8727,92.701,15.15,32.41,19.7,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0399,2023-06-29,23.7799,92.8823,11.06,28.5,14.38,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0400,2023-07-14,23.7659,92.8266,6.11,15.31,7.94,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0401,2023-10-04,23.7064,92.6731,21.38,36.34,27.79,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0402,2023-10-04,23.8148,92.81,14.56,34.31,18.93,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0403,2023-10-04,23.8584,92.7156,14.56,34.31,18.93,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0404,2023-07-14,23.945,92.886,6.11,15.31,7.94,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0405,2023-07-14,23.9138,92.723,12.11,19.44,15.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0406,2023-06-29,23.7476,92.9203,8.12,20.64,10.56,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0407,2023-08-22,23.6785,92.9497,8.12,19.24,10.56,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0408,2023-08-22,23.6621,92.7734,8.3,17.68,10.79,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0409,2023-10-04,23.6741,92.7437,21.38,36.34,27.79,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0410,2023-08-22,23.819,92.8374,11.79,30.02,15.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0411,2023-10-04,23.8622,92.7668,14.56,34.31,18.93,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0412,2023-07-14,23.7135,92.9487,5.77,14.46,7.5,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0413,2023-06-29,23.7864,92.8524,11.06,28.5,14.38,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0414,2023-10-04,23.8433,92.9423,7.28,22.82,11.03,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0415,2023-08-22,23.7866,92.8503,11.79,30.02,15.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0416,2023-07-14,23.7865,92.8557,6.11,15.31,7.94,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0417,2023-07-14,23.7331,92.9264,5.77,14.46,7.5,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0418,2023-10-04,23.8321,92.9143,7.28,22.82,11.03,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0419,2023-08-22,23.8712,92.736,15.15,32.41,19.7,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0420,2023-06-29,23.7895,92.9042,11.06,28.5,14.38,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0421,2023-07-14,23.8156,92.8868,6.11,15.31,7.94,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0422,2023-10-04,23.9456,92.6998,14.56,34.31,18.93,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0423,2023-10-04,23.6562,92.898,8.59,20.42,11.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0424,2023-03-15,23.7954,92.7407,1.24,1.25,1.61,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0425,2023-08-22,23.6509,92.7023,8.3,17.68,10.79,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0426,2023-11-18,23.7756,92.7875,20.79,100.91,48.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0427,2023-06-29,23.6879,92.8188,8.12,20.64,10.56,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0428,2023-08-22,23.7978,92.795,15.15,32.41,19.7,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0429,2023-08-22,23.7026,92.8203,8.12,19.24,10.56,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0430,2023-10-04,23.6895,92.9064,8.59,20.42,11.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0431,2023-11-18,23.9281,92.941,11.97,77.01,37.22,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0432,2023-06-29,23.8688,92.822,11.06,28.5,14.38,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0433,2023-01-10,23.7249,92.729,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0434,2023-07-14,23.7296,92.8163,5.77,14.46,7.5,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0435,2023-11-18,23.827,92.6519,20.79,100.91,48.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0436,2023-11-18,23.7694,92.8983,11.97,77.01,37.22,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0437,2023-01-10,23.9232,92.803,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0438,2023-11-18,23.7847,92.7212,20.79,100.91,48.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0439,2023-03-15,23.6876,92.8818,0.22,0.25,0.29,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0440,2023-06-29,23.6557,92.8981,8.12,20.64,10.56,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0441,2023-10-04,23.7381,92.6624,21.38,36.34,27.79,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0442,2023-07-14,23.9341,92.9155,6.11,15.31,7.94,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0443,2023-08-22,23.8619,92.8368,11.79,30.02,15.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0444,2023-07-14,23.9317,92.7858,12.11,19.44,15.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0445,2023-01-10,23.6515,92.668,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0446,2023-01-10,23.7397,92.6821,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0447,2023-08-22,23.702,92.7957,8.3,17.68,10.79,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0448,2023-08-22,23.814,92.9207,11.79,30.02,15.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0449,2023-06-29,23.7699,92.748,21.63,59.22,28.62,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0450,2023-11-18,23.8285,92.8717,11.97,77.01,37.22,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0451,2024-07-20,24.8239,93.6694,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0452,2024-07-01,24.9071,93.5873,87.82,111.51,114.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0453,2024-07-01,24.9962,93.6909,87.82,111.51,114.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0454,2024-08-10,25.0004,93.6433,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0455,2024-06-12,24.8877,93.6213,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0456,2024-08-10,25.0311,93.6247,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0457,2024-07-20,24.8217,93.7049,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0458,2024-06-12,24.871,93.8335,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0459,2024-07-02,24.975,93.7127,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0460,2024-07-02,25.0222,93.5625,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0461,2024-07-02,24.8439,93.8346,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0462,2024-08-10,24.8444,93.5172,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0463,2024-07-01,25.033,93.5949,87.82,111.51,114.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0464,2024-06-12,24.8425,93.7292,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0465,2024-07-20,24.8473,93.5936,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0466,2024-06-12,24.9358,93.6818,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0467,2024-07-01,24.8094,93.5263,87.82,111.51,114.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0468,2024-06-12,24.8754,93.8029,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0469,2024-06-12,24.7979,93.6342,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0470,2024-07-02,25.0105,93.8706,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0471,2024-07-01,24.925,93.5045,87.82,111.51,114.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0472,2024-07-20,24.9106,93.7264,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0473,2024-07-20,24.9997,93.8223,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0474,2024-07-20,24.8512,93.8483,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0475,2024-08-10,24.9683,93.6938,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0476,2024-07-20,24.7962,93.5597,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0477,2024-07-02,24.8513,93.8211,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0478,2024-07-02,24.8222,93.769,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0479,2024-07-02,24.9514,93.6083,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0480,2024-07-20,24.8555,93.8047,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0481,2024-06-12,24.9356,93.7661,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0482,2024-06-12,24.7799,93.7413,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0483,2024-07-01,24.9843,93.8166,87.82,111.51,114.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0484,2024-07-20,25.0041,93.6297,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0485,2024-08-10,24.9806,93.5905,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0486,2024-07-20,24.8137,93.5488,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0487,2024-07-20,24.8896,93.5055,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0488,2024-08-10,24.8978,93.7534,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0489,2024-07-20,24.8588,93.7187,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0490,2024-08-10,25.0483,93.7422,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0491,2024-02-20,24.9401,93.7374,0.07,0.07,0.09,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0492,2024-07-20,24.7904,93.5378,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0493,2024-08-10,24.8365,93.6195,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0494,2024-04-12,24.9197,93.7058,0.01,0.01,0.01,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0495,2024-02-20,24.867,93.692,0.07,0.07,0.09,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0496,2024-06-12,25.0121,93.8982,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0497,2024-07-20,25.0079,93.7369,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0498,2024-02-20,24.827,93.8216,0.07,0.07,0.09,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0499,2024-07-01,24.9351,93.84,87.82,111.51,114.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0500,2024-07-02,24.8334,93.8086,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0501,2024-04-12,24.996,93.5166,0.01,0.01,0.01,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0502,2024-06-12,24.993,93.7333,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0503,2024-02-20,24.9811,93.6349,0.07,0.07,0.09,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0504,2024-06-12,24.8494,93.7703,6.07,7.76,7.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0505,2024-07-20,25.0408,93.6511,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0506,2024-07-02,24.8855,93.6419,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0507,2024-04-12,24.8826,93.7593,0.01,0.01,0.01,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0508,2024-08-10,24.8042,93.605,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0509,2024-08-10,24.7614,93.748,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0510,2024-07-02,24.9121,93.5317,33.85,140.65,67.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0511,2024-04-12,24.9287,93.5322,0.01,0.01,0.01,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0512,2024-02-20,24.9874,93.8663,0.07,0.07,0.09,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0513,2024-08-10,25.0413,93.5709,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0514,2024-08-10,24.9858,93.7472,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0515,2024-08-10,24.9432,93.6524,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0516,2024-04-12,25.0006,93.5788,0.01,0.01,0.01,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0517,2024-07-20,25.0306,93.6864,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0518,2024-02-20,24.7543,93.6913,0.07,0.07,0.09,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0519,2024-07-20,24.774,93.6767,1.75,9.46,4.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0520,2024-08-10,24.9035,93.6933,1.03,13.41,6.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0486,2021-07-28,27.3942,88.5107,16.24,46.47,22.46,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0487,2021-08-14,27.6628,88.4884,8.72,28.77,13.91,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0488,2020-06-25,27.6705,88.2996,37.3,80.02,48.49,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0489,2020-06-25,27.5626,88.2682,37.3,80.02,48.49,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0490,2018-08-18,27.1164,88.3081,2.07,7.14,3.45,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0491,2020-08-11,27.127,88.3251,20.66,66.13,31.96,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0492,2020-09-22,27.4203,88.3477,31.84,71.23,41.39,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0493,2018-06-14,27.5055,88.4392,6.71,25.1,12.13,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0494,2018-07-22,26.9343,88.5518,3.95,18.3,8.84,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0495,2021-06-25,27.2388,88.4746,14.03,35.72,18.24,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0496,2021-06-25,27.3552,88.4698,6.21,21.38,10.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0497,2022-07-19,27.2552,88.3047,16.2,26.18,21.06,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0498,2019-06-28,27.1762,88.2571,5.74,33.61,16.24,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0499,2022-08-05,27.381,88.6031,11.34,31.7,15.32,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0500,2022-07-19,27.1895,88.3236,16.2,26.18,21.06,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0521,2021-08-14,27.6844,88.4257,8.72,28.77,13.91,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0522,2022-05-18,27.281,88.145,3.18,25.41,12.28,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0523,2021-07-28,27.5591,88.2034,11.75,42.99,20.78,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0524,2022-08-05,27.3647,88.3865,10.8,30.06,14.53,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0525,2022-07-19,27.5903,88.6283,10.52,18.56,13.68,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0526,2021-09-02,27.2894,88.4181,24.04,39.25,31.25,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0527,2021-11-05,27.445,88.5081,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0528,2018-08-18,26.9565,88.2542,2.07,7.14,3.45,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0529,2019-09-15,27.1764,88.2122,6.02,41.53,20.07,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0530,2018-06-14,27.2899,88.1778,11.92,35.72,17.26,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0531,2022-07-19,27.2707,88.283,16.2,26.18,21.06,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0532,2022-07-19,27.531,88.405,10.52,18.56,13.68,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0533,2022-03-30,27.388,88.3153,3.94,5.17,5.12,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0534,2020-07-10,27.5009,88.4206,69.91,98.8,90.88,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0535,2021-06-25,27.1898,88.5302,14.03,35.72,18.24,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0501,2020-07-10,25.3441,91.9879,116.96,215.25,152.05,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0502,2019-08-08,25.4396,92.0911,11.28,26.23,14.66,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0503,2019-01-18,25.3017,91.8045,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0504,2021-06-25,25.3311,92.17,28.41,94.62,45.73,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0505,2021-09-02,25.4485,91.6156,6.52,16.73,8.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0506,2019-09-15,25.156,92.1158,12.61,134.6,65.06,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0507,2019-06-28,25.3199,91.5929,59.09,265.17,128.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0508,2022-09-15,25.0983,91.9721,36.17,144.33,69.76,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0509,2019-01-18,25.4052,91.5746,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0510,2020-07-10,25.2819,91.9615,116.96,215.25,152.05,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
